INSTNM,CITY,STABBR,INSTURL,HCM2,main,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,first_gen,DISTANCEONLY,UGDS,UG,NPT4_PUB,NPT4_PRIV,NPT4_048_PUB,NPT4_048_PRIV,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,C150_4_POOLED,C150_L4_POOLED,RPY_3YR_RT,LO_INC_RPY_3YR_RT,MD_INC_RPY_3YR_RT,HI_INC_RPY_3YR_RT,DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,GRAD_DEBT_MDN10YR,CUML_DEBT_P90,CUML_DEBT_P75,CUML_DEBT_P25,CUML_DEBT_P10,gt_25k_p10,count_nwne_p10,count_wne_p10,mn_earn_wne_p10,md_earn_wne_p10,pct10_earn_wne_p10,pct25_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10,mn_earn_wne_inc1_p10,mn_earn_wne_inc2_p10,mn_earn_wne_inc3_p10,CURROPER
Texas A & M University-Kingsville,Kingsville,TX,WWW.TAMUK.EDU,0,1,2,3,4,1,27.5249,-97.8823,0.881,0.519999981,0,9400,4822,11845,NULL,8891,NULL,11751,NULL,18022,NULL,6940,17560,NULL,0.32994508,NULL,0.648434926,0.604895105,0.680400891,0.794520548,14695,14250,15390,13663,232.021743,35000,25000,6750,3660,0.726446688,258,2091,44300,39700,9500,23300,55600,81200,41700,45600,50400,1
Texas A&M University-San Antonio,San Antonio,TX,http://www.tamusa.tamus.edu/,0,0,2,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6940,17560,NULL,NULL,NULL,0.648434926,0.604895105,0.680400891,0.794520548,14695,14250,15390,13663,232.021743,35000,25000,6750,3660,0.726446688,258,2091,44300,39700,9500,23300,55600,81200,41700,45600,50400,1
Texas A & M University-College Station,College Station,TX,www.tamu.edu,0,1,2,3,4,1,30.5963,-96.3067,0.6947,0.289999992,0,43931,36229,10912,NULL,4528,NULL,9752,NULL,18079,NULL,8506,25126,NULL,0.793307221,NULL,0.918415708,0.865542169,0.908455625,PrivacySuppressed,16566.5,13586,17500,17800,213.7477687,31000,25399,7500,4000,0.866740346,781,8142,62800,52900,19600,36500,79000,110600,62800,60500,63900,1
The University of Texas at Arlington,Arlington,TX,WWW.UTA.EDU,0,1,1,3,4,1,32.7284,-97.1151,0.5998,0.389999986,0,25415,15449,13969,NULL,11730,NULL,13923,NULL,18885,NULL,8878,17374,NULL,0.402693464,NULL,0.785050159,0.739233193,0.810625226,0.851851852,12834,13130,13000,12500,217.6889964,33250,23691,6250,3722,0.807443023,571,4783,50900,46400,13500,30600,65200,88100,47100,53000,53900,1
The University of Texas at Austin,Austin,TX,www.utexas.edu,0,1,1,3,4,1,30.2847,-97.7373,0.4019,0.25,0,39323,38162,15721,NULL,9075,NULL,14419,NULL,22839,NULL,9798,33842,NULL,0.790563017,NULL,0.902402241,0.868852459,0.899936468,0.935613062,20500,20921,21000,19500,246.0769383,37500,28250,10874,5500,0.845283926,904,8312,65400,52800,16200,35300,81900,120000,63000,64600,67400,1
The University of Texas at Dallas,Richardson,TX,www.utdallas.edu,0,1,1,3,4,1,32.9894,-96.7484,0.5857,0.330000013,0,13042,6560,11395,NULL,8750,NULL,10493,NULL,15155,NULL,10864,26038,NULL,0.63370024,NULL,0.848810215,0.815324165,0.864,PrivacySuppressed,15080.5,15500,16091,14376,216.489975,33813,25000,7500,4500,0.837535024,300,2142,58300,49500,15500,35200,74900,102300,54500,59200,62300,1
The University of Texas at El Paso,El Paso,TX,www.utep.edu,0,1,1,3,4,1,31.7717,-106.5036,0.9981,0.469999999,0,19527,12955,7586,NULL,5878,NULL,9558,NULL,15075,NULL,7255,19175,NULL,0.385611786,NULL,0.741521701,0.722714681,0.766644693,0.79245283,12500,12500,12000,12006,202.6124125,36500,24389,5500,2751,0.714580119,482,3882,42700,39800,11200,22400,54000,77900,41900,43700,45100,1
The University of Texas at Tyler,Tyler,TX,www.uttyler.edu/,0,1,1,3,4,1,32.3147,-95.2491,0.8203,0.430000007,0,5338,2602,12259,NULL,7762,NULL,11752,NULL,17580,NULL,7222,17842,NULL,0.42438797,NULL,0.794729542,0.745549738,0.8,PrivacySuppressed,13000,12750,13750,12500,205.2324963,31000,22812,6250,3623,0.813368082,154,1152,48700,41600,14800,29300,62100,87400,47300,48900,51600,1
Texas Chiropractic College Foundation Inc,Pasadena,TX,www.txchiro.edu,0,1,1,4,4,2,29.6648,-95.1501,NULL,0.409999996,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.555555556,0.533333333,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,15,49,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Texas Christian University,Fort Worth,TX,www.tcu.edu/,0,1,1,3,4,2,32.7096,-97.3615,0.4739,0.209999993,0,8597,6675,NULL,31257,NULL,20022,NULL,25340,NULL,36106,36590,36590,NULL,0.756035619,NULL,0.91053787,0.849411765,0.901486989,PrivacySuppressed,19500,20809.5,20500,19370,249.796125,35000,27000,10500,5500,0.837009788,146,1632,58300,49100,14300,33400,71600,100100,52800,56900,61400,1
Texas College,Tyler,TX,www.texascollege.edu,0,1,1,3,3,2,32.3742,-95.3123,NULL,0.529999971,0,945,92,NULL,16201,NULL,16128,NULL,15743,NULL,16271,10008,10008,NULL,0.156462334,NULL,0.240829346,0.215859031,PrivacySuppressed,PrivacySuppressed,9500,8433.5,11000,PrivacySuppressed,330.7078654,30500,18375,4750,2750,0.466216207,68,296,26600,23300,4500,11700,37000,49700,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
University of North Texas Health Science Center,Fort Worth,TX,www.hsc.unt.edu,0,1,1,4,4,1,32.7498,-97.3689,NULL,0.310000002,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2668,PrivacySuppressed,NULL,NULL,PrivacySuppressed,2668,2668,2668,2668,0.977011502,6,87,158400,132400,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Texas Lutheran University,Seguin,TX,www.tlu.edu,0,1,1,3,4,2,29.5733,-97.9846,0.5087,0.370000005,0,1295,1460,NULL,17949,NULL,15508,NULL,17289,NULL,20303,25890,25890,NULL,0.484067952,NULL,0.814121037,0.71978022,0.841750842,0.855813953,17750,PrivacySuppressed,19303,16446,303.1414753,38250,28813,7100,3750,0.802816927,47,497,48500,43600,14300,29300,57900,86000,42600,48100,51200,1
The University of Texas of the Permian Basin,Odessa,TX,www.utpb.edu,0,1,1,3,4,1,31.8895,-102.3296,0.8401,0.5,0,2947,1642,7688,NULL,5706,NULL,7357,NULL,11324,NULL,5250,13674,NULL,0.312955022,NULL,0.759441708,0.709836066,0.807228916,PrivacySuppressed,9015.5,9500,8500,8499,152.6531875,27494,17418,4500,2625,0.777777791,118,927,47000,42400,12200,27700,55900,82100,43400,50900,50200,1
The University of Texas at San Antonio,San Antonio,TX,www.utsa.edu/,0,1,1,3,4,1,29.5824,-98.6214,0.7327,0.400000006,0,23840,16026,11796,NULL,8348,NULL,10639,NULL,17491,NULL,7457,16031,NULL,0.29167959,NULL,0.763821098,0.731877729,0.768602541,0.828019324,16490,17519.5,16700.5,14000,263.3739322,39000,28000,7500,4500,0.802309334,677,5716,47800,44100,14000,29300,58600,81400,45500,47900,51400,1
Texas School of Business-North Campus,Houston,TX,www.tsb.edu/houston-tx/,0,1,2,1,2,3,29.9836,-95.4125,NULL,0.639999986,0,418,315,NULL,22052,NULL,21616,NULL,22730,NULL,25525,NULL,NULL,15984,NULL,0.754951622,0.28372093,0.262858946,0.362218371,PrivacySuppressed,9344,9304,9463,9500,105.4472709,9500,9500,5500,3490,0.458781362,619,2232,24700,23100,5400,13200,34100,44200,23300,27700,30900,1
Texas Southern University,Houston,TX,www.tsu.edu,0,1,1,3,4,1,29.7225,-95.362,0.4503,0.449999988,0,6288,5124,18312,NULL,18303,NULL,22311,NULL,22311,NULL,7946,18566,NULL,0.137943012,NULL,0.369544592,0.360587002,0.363723608,0.462450593,17311.5,17000,16500,16312.5,374.8385142,49250,34500,8903.5,4750,0.608124733,456,2437,37200,31300,6300,16200,47300,72500,35600,39600,39500,1
Texas Tech University,Lubbock,TX,www.ttu.edu,0,1,1,3,4,1,33.5803,-101.8769,0.663,0.310000002,0,26809,20518,15403,NULL,10296,NULL,14215,NULL,19650,NULL,7517,16013,NULL,0.604729551,NULL,0.842162309,0.776761208,0.840470193,0.897370343,17750,19000,17750,16219,258.0838053,35789,27000,8250,5000,0.81453979,614,5791,54500,46100,14900,30800,67100,96800,51600,54100,56400,1
Texas Vocational Schools Inc,Victoria,TX,www.texasvocationalschools.com,0,1,1,1,1,3,28.8138,-96.985,NULL,0.610000014,0,55,197,NULL,14095,NULL,13718,NULL,14276,NULL,16287,NULL,NULL,9460,NULL,0.753796212,0.41991342,0.326666667,PrivacySuppressed,PrivacySuppressed,4354,4196,PrivacySuppressed,PrivacySuppressed,56.85359805,PrivacySuppressed,5333.5,3996,PrivacySuppressed,0.521126747,57,213,31200,26200,4000,11900,43500,61100,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Texas Wesleyan University,Fort Worth,TX,www.txwes.edu,0,1,1,3,4,2,32.7333,-97.2796,0.2992,0.469999999,0,1719,2015,NULL,21436,NULL,18527,NULL,21897,NULL,26154,22040,22040,NULL,0.390841624,NULL,0.672991071,0.595505618,0.727272727,PrivacySuppressed,19500,21964,19500,14375,288.6533,39625,30484,9500,5250,0.745791256,94,594,41100,39500,9600,24700,51500,67900,36300,41200,47200,1
Texas Woman's University,Denton,TX,www.twu.edu,0,1,1,3,4,1,33.227,-97.1291,0.8603,0.419999987,0,9220,4476,9055,NULL,7343,NULL,9294,NULL,13522,NULL,7339,17965,NULL,0.435168927,NULL,0.80112835,0.750469043,0.82195122,PrivacySuppressed,14385,14576.5,14606,13546,232.2881922,34621,25000,6951,4000,0.807692289,196,1560,48200,44800,12000,29200,64200,83700,46800,49400,48900,1
Trinity University,San Antonio,TX,www.trinity.edu,0,1,1,3,4,2,29.4629,-98.4826,0.6393,0.119999997,0,2127,2356,NULL,22389,NULL,15731,NULL,17669,NULL,28411,34678,34678,NULL,0.805617506,NULL,0.962890625,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,18500,PrivacySuppressed,18477.5,19152,240.1373415,29050,25919.5,9936.5,5402,0.85645932,49,418,67100,53200,15200,37600,78400,113200,54400,58800,73500,1
The University of Texas Health Science Center at Houston,Houston,TX,www.uth.edu/,0,1,1,3,4,1,29.7029,-95.4032,NULL,0.300000012,0,701,264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.94224924,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,16500,18522,14952.5,PrivacySuppressed,199.8369,25000,22067,10500,5500,0.923636377,16,275,112800,77700,30000,51200,123800,231700,129200,102100,81200,1
Texas State Technical College-Harlingen,Harlingen,TX,www.harlingen.tstc.edu,0,1,1,2,2,1,26.2193,-97.6663,NULL,0.600000024,0,3241,3265,9654,NULL,9429,NULL,9749,NULL,13831,NULL,3264,6504,NULL,NULL,0.205239428,0.444820582,0.406422018,0.582142857,0.610169492,4168,4500,3500,3458,72.85720313,15334,8000,2334,1167,0.537326753,366,2237,33100,26900,7900,16000,43200,63600,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Texas State Technical College-West Texas,Sweetwater,TX,www.westtexas.tstc.edu,0,1,1,2,2,1,32.4627,-100.4749,NULL,0.560000002,0,930,948,17366,NULL,17010,NULL,17352,NULL,19141,NULL,5148,10800,NULL,NULL,0.377077049,0.49912892,0.411764706,0.66025641,PrivacySuppressed,7000,6334,7000,7667,105.469475,19000,12668,3666,2082,0.581455827,273,1154,34100,30500,6100,15300,44800,65100,31200,37800,40700,1
Texas Tech University Health Sciences Center,Lubbock,TX,www.ttuhsc.edu,0,1,1,3,4,1,33.5932,-101.8936,NULL,0.349999994,0,1346,534,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.910447761,PrivacySuppressed,0.91416309,PrivacySuppressed,12500,14706,12500,PrivacySuppressed,138.775625,25000,18750,8250,5500,0.892018795,12,213,75900,65000,22900,43200,89100,117300,99600,75900,59900,1
Tyler Junior College,Tyler,TX,WWW.TJC.EDU,0,1,1,2,2,1,32.336,-95.2841,NULL,0.5,0,11308,8319,8229,NULL,7257,NULL,8996,NULL,11542,NULL,2352,4362,NULL,NULL,0.149365663,0.451189898,0.391014975,0.516694491,0.58891455,7055,7375,6943,5500,139.8691769,21000,12000,4677,2750,0.605157852,450,2249,35000,30400,6700,16600,47000,66600,32600,38500,40500,1
Universal Technical Institute of Texas Inc.,Houston,TX,www.uti.edu,0,1,3,1,1,3,29.9905,-95.4121,NULL,0.50999999,0,2097,1625,NULL,18030,NULL,16840,NULL,18907,NULL,21841,NULL,NULL,38400,NULL,0.558371093,0.600071672,0.491767289,PrivacySuppressed,PrivacySuppressed,13563,14103.5,13625,12000,186.6587667,22750,18688,6204,3500,0.752515852,325,2683,44600,40200,11600,25500,58600,80300,41700,43900,48100,1
University of Cosmetology Arts & Sciences-McAllen,McAllen,TX,www.ucastx.com,0,1,3,1,1,3,26.2689,-98.2196,NULL,0.720000029,0,173,269,NULL,11477,NULL,11477,NULL,10633,NULL,NULL,NULL,NULL,15085,NULL,0.769238462,0.44499382,0.434903047,PrivacySuppressed,PrivacySuppressed,4859.5,4397,6004,PrivacySuppressed,67.22291275,7975,6641,2746,2098,0.231192663,181,545,18800,15200,4300,9500,24000,36000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Vernon College,Vernon,TX,www.vernoncollege.edu,0,1,1,1,2,1,34.1593,-99.3191,NULL,0.550000012,0,2586,2095,6282,NULL,4623,NULL,6760,NULL,9954,NULL,2940,6300,NULL,NULL,0.286025292,0.544430538,0.470212766,0.648648649,PrivacySuppressed,6450,6536,7072,5500,105.469475,19329,11685,3500,2024,0.606060624,173,660,33600,29900,5500,17100,45300,63300,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Victoria Beauty College Inc,Victoria,TX,www.victoriabeautycollegeinc.com,0,1,1,1,1,3,28.8074,-96.9908,NULL,NULL,0,26,73,NULL,8007,NULL,8007,NULL,NULL,NULL,NULL,NULL,NULL,12600,NULL,0.852272727,0.421875,0.378947368,PrivacySuppressed,PrivacySuppressed,3050,2250,PrivacySuppressed,PrivacySuppressed,39.96738,PrivacySuppressed,4600,1570,PrivacySuppressed,0.285714298,32,119,25300,17600,2100,8900,26700,45100,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Victoria College,Victoria,TX,www.victoriacollege.edu,0,1,1,2,2,1,28.8165,-96.9792,NULL,0.589999974,0,4176,4022,7798,NULL,7360,NULL,8622,NULL,11441,NULL,2490,4500,NULL,NULL,0.140302703,0.590563166,0.53221957,0.670588235,PrivacySuppressed,8250,9415,7100,5500,105.469475,21675,13819,4176.5,2625,0.64678365,131,855,37000,32500,8500,18400,48000,68500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Vogue College of Cosmetology-McAllen,McAllen,TX,voguebeautycollege.com,0,1,1,1,1,3,NULL,NULL,NULL,NULL,0,232,NULL,NULL,9952,NULL,9952,NULL,NULL,NULL,NULL,NULL,NULL,13930,NULL,0.5938,NULL,NULL,NULL,NULL,5500,5500,PrivacySuppressed,PrivacySuppressed,70.30928265,9500,7028,3352,1875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Wayland Baptist University,Plainview,TX,www.wbu.edu,0,1,1,3,4,2,34.1867,-101.7296,0.9862,0.49000001,0,4246,4634,NULL,15137,NULL,11885,NULL,14444,NULL,21215,12550,12550,NULL,0.344991703,NULL,0.738343772,0.698340875,0.751304348,PrivacySuppressed,12500,12500,12875,12125,208.1634375,30841,21348,6074,3125,0.774164379,148,1107,44400,40900,11300,26700,58300,78700,38800,47900,47100,1
Weatherford College,Weatherford,TX,www.wc.edu,0,1,1,2,2,1,32.7407,-97.7927,NULL,0.560000002,0,5549,2788,6153,NULL,5886,NULL,7295,NULL,10057,NULL,2280,5190,NULL,NULL,0.160830594,0.636363636,0.589928058,0.664804469,PrivacySuppressed,6250,6683.5,6975,5500,118.7086696,19237,11556.5,3500,2161,0.604580164,150,655,34900,31600,5200,15700,48700,67700,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
West Texas A & M University,Canyon,TX,www.wtamu.edu,0,1,1,3,4,1,34.982,-101.9158,0.7403,0.449999988,0,6890,5623,11164,NULL,7727,NULL,10443,NULL,15751,NULL,6500,7220,NULL,0.421020619,NULL,0.760680666,0.699658703,0.796116505,PrivacySuppressed,13573,13607,14750,12000,238.694075,32681,24629,5500,3500,0.768154919,230,1859,44400,40000,10900,26000,55800,78400,41100,45600,48400,1
Western Texas College,Snyder,TX,www.wtc.edu,0,1,1,1,2,1,32.6786,-100.9144,NULL,0.560000002,0,675,1233,4229,NULL,3742,NULL,5684,NULL,NULL,NULL,1898,3480,NULL,NULL,0.559050236,0.587044534,0.468468468,PrivacySuppressed,PrivacySuppressed,5500,5002,5500,PrivacySuppressed,62.14372488,13688,9237,3500,2750,0.579645991,46,226,38100,30400,6000,15300,46500,78400,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Wharton County Junior College,Wharton,TX,www.wcjc.edu,0,1,1,2,2,1,29.3243,-96.0852,NULL,0.540000021,0,6164,4571,4737,NULL,3238,NULL,5240,NULL,8160,NULL,2112,4104,NULL,NULL,0.174542896,0.610804851,0.518159806,0.669871795,PrivacySuppressed,5500,5500,5500,5500,97.1429375,17167,10740,3500,2250,0.672350764,142,821,39400,34300,10300,20900,52100,71700,37500,41200,43200,1
Wiley College,Marshall,TX,wileyc.edu,0,1,1,3,3,2,32.5376,-94.3768,NULL,0.479999989,0,1388,552,NULL,12089,NULL,13293,NULL,5935,NULL,6091,11382,11382,NULL,0.232855224,NULL,0.276190476,0.265873016,0.281767956,PrivacySuppressed,14750,14250,15125,PrivacySuppressed,348.8819213,42365,29500,7500,4750,0.560606062,32,264,31500,28000,7200,15300,40100,54500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
AmeriTech College-Provo,Provo,UT,www.ameritech.edu,0,1,2,1,1,3,40.2614,-111.668,NULL,0.370000005,0,156,360,NULL,10251,NULL,9911,NULL,11006,NULL,13199,NULL,NULL,10016,NULL,0.746685333,0.793565684,0.706521739,PrivacySuppressed,PrivacySuppressed,13478,11237,18998,PrivacySuppressed,269.113692,25250,23045,5500,4750,0.475073308,139,341,26900,23800,3300,9900,36900,52500,27000,28600,PrivacySuppressed,1
Bridgerland Applied Technology College,Logan,UT,www.batc.edu,0,1,1,1,1,1,41.7562,-111.8506,NULL,0.49000001,0,593,304,1663,NULL,1320,NULL,2350,NULL,NULL,NULL,NULL,NULL,3833,NULL,0.551234852,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.533898294,51,118,32000,25800,5300,13300,45700,61100,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Brigham Young University-Provo,Provo,UT,www.byu.edu,0,1,1,3,4,2,40.2509,-111.6493,0.4942,0.150000006,0,27765,29688,NULL,13070,NULL,10427,NULL,12531,NULL,16217,4850,4850,NULL,0.776979417,NULL,0.943541488,0.945445445,0.931902295,PrivacySuppressed,9260.5,9087,9500,9250,122.12255,26849,17500,5500,3250,0.783464551,2390,6350,66700,57400,7000,29800,89700,127300,71500,60900,56400,1
Brigham Young University-Hawaii,Laie,HI,www.byuh.edu/,0,1,1,3,4,2,21.6412,-157.9254,0.3604,0.219999999,0,2664,2353,NULL,10441,NULL,8412,NULL,10380,NULL,13310,4770,4770,NULL,0.473848209,NULL,0.853448276,0.834862385,PrivacySuppressed,PrivacySuppressed,5780,5780,5707.5,5861,111.0205,18150,11625,3500,2250,0.704819262,185,498,45200,39400,4600,20000,62500,87300,47200,41600,43400,1
Broadview University-West Jordan,West Jordan,UT,www.broadviewuniversity.edu,0,1,5,2,4,3,40.7003,-111.9238,NULL,0.439999998,0,221,175,NULL,22686,NULL,22686,NULL,23813,NULL,NULL,13500,13500,NULL,0.557332787,NULL,0.546047861,0.489544895,0.581176471,PrivacySuppressed,15625,13000,17200,17251,349.7367791,43019,30617,5250,3167,0.586666644,57,225,31200,27900,7600,16300,42200,56500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Cameo College of Essential Beauty,Murray,UT,www.cameocollege.com,0,1,1,1,1,3,40.6449,-111.8884,NULL,NULL,0,228,NULL,NULL,19396,NULL,19396,NULL,NULL,NULL,NULL,NULL,NULL,15750,NULL,0.592705455,0.694581281,0.672268908,PrivacySuppressed,PrivacySuppressed,5665,6211,5756.5,PrivacySuppressed,86.3961531,11115,9500,3500,2131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Sherman Kendall Academy-Salt Lake City,Salt Lake City,UT,www.shermankendall.com,0,1,1,1,1,3,40.7225,-111.8716,NULL,0.409999996,0,79,61,NULL,9308,NULL,9010,NULL,12046,NULL,13779,NULL,NULL,12900,NULL,0.893802655,0.625,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,42.03791233,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,23,27,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Sherman Kendall Academy-Midvale,Midvale,UT,www.shermankendall.com,0,1,1,1,1,3,40.6182,-111.8656,NULL,0.49000001,0,56,64,NULL,9345,NULL,9070,NULL,10758,NULL,NULL,NULL,NULL,12800,NULL,0.685714286,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,47.1837125,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,20,28,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Davis Applied Technology College,Kaysville,UT,www.datc.edu,0,1,1,1,1,1,41.029,-111.9252,NULL,0.419999987,0,1557,324,438,NULL,28,NULL,653,NULL,NULL,NULL,NULL,NULL,4260,NULL,0.30209405,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.523809552,75,273,31400,26400,4600,12100,44200,61600,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Dixie State University,Saint George,UT,www.dixie.edu/,0,1,1,2,3,1,37.1039,-113.5659,NULL,0.389999986,0,7305,6350,15399,NULL,14398,NULL,15550,NULL,18114,NULL,4291,12307,NULL,0.350422551,NULL,0.6375,0.535135135,0.75,0.757097792,9500,10173.5,8486,5515,235.9185625,38000,20312,4500,2704,0.637967527,386,1417,39100,34600,5400,17400,51000,76700,37100,40500,42300,1
Evans Hairstyling College-Cedar City,Cedar City,UT,evanscollege.com,0,1,1,1,1,3,37.6799,-113.0644,NULL,0.529999971,0,33,52,NULL,6140,NULL,5782,NULL,6618,NULL,10143,NULL,NULL,12500,NULL,0.9143,0.666666667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,14,28,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Evans Hairstyling College-St George,Saint George,UT,evanscollege.com,0,1,1,1,1,3,37.1085,-113.5629,NULL,0.370000005,0,50,36,NULL,7388,NULL,7388,NULL,NULL,NULL,NULL,NULL,NULL,12500,NULL,0.770262162,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,11,15,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Paul Mitchell the School-Salt Lake City,Holiday,UT,saltlake.paulmitchell.edu/,0,1,3,1,1,3,40.6667,-111.8359,NULL,0.430000007,0,265,68,NULL,16323,NULL,15520,NULL,16839,NULL,18636,NULL,NULL,15225,NULL,0.777234653,0.609022556,0.530232558,PrivacySuppressed,PrivacySuppressed,9791,9500,10556,PrivacySuppressed,133.7352943,20000,14932,4750,2750,PrivacySuppressed,18,24,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Eagle Gate College-Murray,Murray,UT,EAGLEGATECOLLEGE.EDU,0,1,3,2,3,3,40.65,-111.9036,NULL,0.49000001,0,284,38,NULL,19957,NULL,19259,NULL,20594,NULL,23998,15508,15508,NULL,0.435622772,NULL,0.428664921,0.345309381,0.554761905,0.716981132,13353,13375,14458,PrivacySuppressed,221.374877,37526,23500,8613,3680,0.597222209,40,144,33800,29700,4600,15500,43200,58000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
ITT Technical Institute-Murray,Murray,UT,www.itt-tech.edu,0,0,141,2,3,3,40.675,-111.9174,0.9694,0.439999998,0,471,503,NULL,24182,NULL,23940,NULL,25180,NULL,27563,18048,18048,NULL,0.314514516,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100,1
